Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2045,costs_fleet,unaffected_oa,pacific,210922596.6238878,296675097.3515968,0.4065590984574346,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2046,costs_fleet,unaffected_oa,pacific,210922361.05727902,296801261.3885636,0.40715882327887887,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2047,costs_fleet,unaffected_oa,pacific,210922162.91557565,296902915.4330107,0.40764209568555376,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2048,costs_fleet,unaffected_oa,pacific,210922000.038307,296984784.85363054,0.40803133290834087,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2049,costs_fleet,unaffected_oa,pacific,210921868.2801607,297050695.2582895,0.40834469977160776,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2050,costs_fleet,unaffected_oa,pacific,210921762.88086295,297103740.50985456,0.4085968960807076,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2051,costs_fleet,unaffected_oa,pacific,210921679.2029153,297146420.2775405,0.4087998037967138,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2052,costs_fleet,unaffected_oa,pacific,210921613.08578163,297180752.4188329,0.40896301745032526,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2053,costs_fleet,unaffected_oa,pacific,210921560.97672248,297208364.6159823,0.40909427770062123,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2054,costs_fleet,unaffected_oa,pacific,210921519.93901694,297230568.95635253,0.40919982485566125,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2055,costs_fleet,unaffected_oa,pacific,210921487.59908083,297248422.5251875,0.40928468649053307,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2056,costs_fleet,unaffected_oa,pacific,210921462.06862873,297262776.55542046,0.40935291098398685,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2057,costs_fleet,unaffected_oa,pacific,210921441.86201736,297274316.2379643,0.4094077568104151,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2058,costs_fleet,unaffected_oa,pacific,210921425.81908163,297283592.9257097,0.4094518457347498,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,costs_fleet,unaffected_oa,pacific,210921413.03795692,297291050.1550137,0.409487286629897,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,costs_fleet,unaffected_oa,pacific,210921402.8191011,297297044.6508721,0.4095157754372228,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,costs_fleet,unaffected_oa,pacific,210921394.6200175,297301863.26842713,0.4095386757897517,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,costs_fleet,unaffected_oa,pacific,210921388.01939636,297305736.64711523,0.40955708398702056,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,costs_fleet,unaffected_oa,pacific,210921382.68914488,297308850.2086743,0.40957188132436506,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,costs_fleet,unaffected_oa,pacific,210921378.37280336,297311353.01125884,0.40958377621523634,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,costs_fleet,unaffected_oa,pacific,210921374.8690116,297313364.87464917,0.40959333808292087,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,costs_fleet,unaffected_oa,pacific,210921372.01890016,297314982.1122526,0.4096010246207336,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,costs_fleet,unaffected_oa,pacific,210921369.69649318,297316282.14110357,0.4096072037125919,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,costs_fleet,unaffected_oa,pacific,210921367.80140185,297317327.18873316,0.40961217105646464,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,costs_fleet,unaffected_oa,pacific,210921366.25325027,297318167.27337766,0.4096161643310805,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,costs_fleet,unaffected_oa,pacific,210921364.98740718,297318842.5997038,0.40961937458282083,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,costs_fleet,unaffected_oa,pacific,210921363.95170072,297319385.48452973,0.40962195537770874,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,costs_fleet,unaffected_oa,pacific,210921363.10387522,297319821.9046671,0.40962403015687926,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,costs_fleet,unaffected_oa,pacific,210921362.40960923,297320172.7409957,0.4096256981481089,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,costs_fleet,unaffected_oa,pacific,210921361.84096032,297320454.7783741,0.4096270391168852,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,costs_fleet,unaffected_oa,pacific,210921361.37513644,297320681.50930125,0.40962811718486103,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,costs_fleet,unaffected_oa,pacific,210921360.99351877,297320863.7798545,0.4096289838988409,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,costs_fleet,unaffected_oa,pacific,210921360.68088073,297321010.3088626,0.409629680697455,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,costs_fleet,unaffected_oa,pacific,210921360.42475942,297321128.1051999,0.4096302408937917,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,costs_fleet,unaffected_oa,pacific,210921360.2149478,297321222.8031994,0.4096306912690228,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,costs_fleet,unaffected_oa,pacific,210921360.0430832,297321298.93225765,0.4096310533533742,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2045,subsidies_fleet,affected_managed,pacific,0.6030899352056445,0.04061603306020097,-0.932653439082263,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
