iso3,year,isscaap_group,variable,units,source,value
AIA,2012,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),339
AIA,2012,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),144
AIA,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),498
AIA,2013,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),164
AIA,2013,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),150
AIA,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),413
AIA,2013,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),61
AIA,2014,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),154
AIA,2014,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),152
AIA,2014,Marine fishes not identified,capture_production,tonnes,FAO (2019),510
AIA,2014,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),60
AIA,2015,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),100
AIA,2015,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),230
AIA,2015,Marine fishes not identified,capture_production,tonnes,FAO (2019),400
AIA,2015,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),50
AIA,2016,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),42
AIA,2016,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),318
AIA,2016,Marine fishes not identified,capture_production,tonnes,FAO (2019),281
AIA,2016,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),43
AIA,2017,"Abalones, winkles, conchs",capture_production,tonnes,FAO (2019),80
AIA,2017,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),225
AIA,2017,Marine fishes not identified,capture_production,tonnes,FAO (2019),401
AIA,2017,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),52
ALB,2000,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2000,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),332
ALB,2000,Corals,capture_production,tonnes,FAO (2019),1
ALB,2000,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),87
ALB,2000,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),45
ALB,2000,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),0
ALB,2000,Marine fishes not identified,capture_production,tonnes,FAO (2019),789
ALB,2000,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),522
ALB,2000,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),62
ALB,2000,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),116
ALB,2000,Mussels,capture_production,tonnes,FAO (2019),0
ALB,2000,River eels,capture_production,tonnes,FAO (2019),0
ALB,2000,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),149
ALB,2000,"Shrimps, prawns",capture_production,tonnes,FAO (2019),20
ALB,2000,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),225
ALB,2000,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),25
ALB,2001,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2001,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),380
ALB,2001,Corals,capture_production,tonnes,FAO (2019),1.2
ALB,2001,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),30
ALB,2001,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),127
ALB,2001,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),11
ALB,2001,Marine fishes not identified,capture_production,tonnes,FAO (2019),312
ALB,2001,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),638
ALB,2001,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),34
ALB,2001,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),44
ALB,2001,Mussels,capture_production,tonnes,FAO (2019),0
ALB,2001,River eels,capture_production,tonnes,FAO (2019),98
ALB,2001,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),45
ALB,2001,"Shrimps, prawns",capture_production,tonnes,FAO (2019),75
ALB,2001,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),111
ALB,2001,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),32
ALB,2002,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2002,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),206
ALB,2002,Corals,capture_production,tonnes,FAO (2019),1.8
ALB,2002,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),204
ALB,2002,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),93
ALB,2002,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),7
ALB,2002,Marine fishes not identified,capture_production,tonnes,FAO (2019),323
ALB,2002,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),715
ALB,2002,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),111
ALB,2002,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),112
ALB,2002,Mussels,capture_production,tonnes,FAO (2019),50
ALB,2002,River eels,capture_production,tonnes,FAO (2019),2
ALB,2002,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),209
ALB,2002,"Shrimps, prawns",capture_production,tonnes,FAO (2019),175
ALB,2002,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),242
ALB,2002,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),39
ALB,2003,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2003,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),392
ALB,2003,Corals,capture_production,tonnes,FAO (2019),1.6
ALB,2003,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),70
ALB,2003,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),125
ALB,2003,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),3
ALB,2003,Marine fishes not identified,capture_production,tonnes,FAO (2019),4
ALB,2003,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),322
ALB,2003,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),68
ALB,2003,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),93
ALB,2003,River eels,capture_production,tonnes,FAO (2019),0
ALB,2003,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),28
ALB,2003,"Shrimps, prawns",capture_production,tonnes,FAO (2019),201
ALB,2003,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),225
ALB,2003,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),4
ALB,2004,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2004,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),479
ALB,2004,Corals,capture_production,tonnes,FAO (2019),0.5
ALB,2004,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),1
ALB,2004,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),116
ALB,2004,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),77
ALB,2004,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),5
ALB,2004,Marine fishes not identified,capture_production,tonnes,FAO (2019),720
ALB,2004,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),459
ALB,2004,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),38
ALB,2004,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),164
ALB,2004,River eels,capture_production,tonnes,FAO (2019),2
ALB,2004,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),35
ALB,2004,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),53
ALB,2004,"Shrimps, prawns",capture_production,tonnes,FAO (2019),308
ALB,2004,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),278
ALB,2004,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),7
ALB,2005,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2005,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),273
ALB,2005,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),4
ALB,2005,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),72
ALB,2005,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),121
ALB,2005,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),7
ALB,2005,Marine fishes not identified,capture_production,tonnes,FAO (2019),944
ALB,2005,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),537
ALB,2005,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),39
ALB,2005,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),136
ALB,2005,River eels,capture_production,tonnes,FAO (2019),3
ALB,2005,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),18
ALB,2005,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),175
ALB,2005,"Shrimps, prawns",capture_production,tonnes,FAO (2019),240
ALB,2005,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),186
ALB,2005,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),35
ALB,2006,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2006,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),290
ALB,2006,Corals,capture_production,tonnes,FAO (2019),0.3
ALB,2006,"Crabs, sea-spiders",capture_production,tonnes,FAO (2019),9
ALB,2006,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),87
ALB,2006,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),143
ALB,2006,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),11
ALB,2006,Marine fishes not identified,capture_production,tonnes,FAO (2019),900
ALB,2006,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),756
ALB,2006,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),78
ALB,2006,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),198
ALB,2006,River eels,capture_production,tonnes,FAO (2019),3
ALB,2006,Sea-urchins and other echinoderms,capture_production,tonnes,FAO (2019),23
ALB,2006,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),203
ALB,2006,"Shrimps, prawns",capture_production,tonnes,FAO (2019),185
ALB,2006,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),271
ALB,2006,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),53
ALB,2007,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2007,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),287
ALB,2007,Corals,capture_production,tonnes,FAO (2019),0.4
ALB,2007,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),99
ALB,2007,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),108
ALB,2007,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),4
ALB,2007,Marine fishes not identified,capture_production,tonnes,FAO (2019),772
ALB,2007,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),602
ALB,2007,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),137
ALB,2007,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),258
ALB,2007,River eels,capture_production,tonnes,FAO (2019),3
ALB,2007,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),87
ALB,2007,"Shrimps, prawns",capture_production,tonnes,FAO (2019),216
ALB,2007,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),210
ALB,2007,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),39
ALB,2008,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2008,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),290
ALB,2008,Corals,capture_production,tonnes,FAO (2019),1
ALB,2008,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),116
ALB,2008,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),125
ALB,2008,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),4
ALB,2008,Marine fishes not identified,capture_production,tonnes,FAO (2019),852
ALB,2008,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),781
ALB,2008,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),118
ALB,2008,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),280
ALB,2008,River eels,capture_production,tonnes,FAO (2019),5
ALB,2008,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),133
ALB,2008,"Shrimps, prawns",capture_production,tonnes,FAO (2019),210
ALB,2008,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),251
ALB,2008,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),55
ALB,2009,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2009,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),346
ALB,2009,Corals,capture_production,tonnes,FAO (2019),1
ALB,2009,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),126
ALB,2009,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),130
ALB,2009,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),1
ALB,2009,Marine fishes not identified,capture_production,tonnes,FAO (2019),980
ALB,2009,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),735
ALB,2009,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),138
ALB,2009,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),305
ALB,2009,River eels,capture_production,tonnes,FAO (2019),4
ALB,2009,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),134
ALB,2009,"Shrimps, prawns",capture_production,tonnes,FAO (2019),282
ALB,2009,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),295
ALB,2009,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),83
ALB,2010,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2010,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),280
ALB,2010,Corals,capture_production,tonnes,FAO (2019),1.2
ALB,2010,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),169
ALB,2010,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),113
ALB,2010,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),0
ALB,2010,Marine fishes not identified,capture_production,tonnes,FAO (2019),880
ALB,2010,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),845
ALB,2010,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),16
ALB,2010,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),215
ALB,2010,River eels,capture_production,tonnes,FAO (2019),4
ALB,2010,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),125
ALB,2010,"Shrimps, prawns",capture_production,tonnes,FAO (2019),235
ALB,2010,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),209
ALB,2010,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),40
ALB,2011,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),0
ALB,2011,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),286
ALB,2011,Corals,capture_production,tonnes,FAO (2019),1.2
ALB,2011,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),89
ALB,2011,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),134
ALB,2011,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),2
ALB,2011,Marine fishes not identified,capture_production,tonnes,FAO (2019),1019
ALB,2011,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),539
ALB,2011,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),97
ALB,2011,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),241
ALB,2011,River eels,capture_production,tonnes,FAO (2019),3
ALB,2011,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),96
ALB,2011,"Shrimps, prawns",capture_production,tonnes,FAO (2019),218
ALB,2011,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),255
ALB,2011,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),32
ALB,2012,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),1
ALB,2012,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),901
ALB,2012,Corals,capture_production,tonnes,FAO (2019),1.2
ALB,2012,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),116
ALB,2012,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),2918
ALB,2012,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),435
ALB,2012,Marine fishes not identified,capture_production,tonnes,FAO (2019),316
ALB,2012,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),706
ALB,2012,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),42
ALB,2012,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),111
ALB,2012,Mussels,capture_production,tonnes,FAO (2019),0
ALB,2012,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),39
ALB,2012,"Shrimps, prawns",capture_production,tonnes,FAO (2019),1189
ALB,2012,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),321
ALB,2012,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),14
ALB,2013,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),1
ALB,2013,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),852
ALB,2013,Corals,capture_production,tonnes,FAO (2019),1.5
ALB,2013,"Flounders, halibuts, soles",capture_production,tonnes,FAO (2019),96
ALB,2013,"Herrings, sardines, anchovies",capture_production,tonnes,FAO (2019),3093
ALB,2013,"Lobsters, spiny-rock lobsters",capture_production,tonnes,FAO (2019),398
ALB,2013,Marine fishes not identified,capture_production,tonnes,FAO (2019),430
ALB,2013,Miscellaneous coastal fishes,capture_production,tonnes,FAO (2019),710
ALB,2013,Miscellaneous demersal fishes,capture_production,tonnes,FAO (2019),36
ALB,2013,Miscellaneous pelagic fishes,capture_production,tonnes,FAO (2019),138
ALB,2013,Mussels,capture_production,tonnes,FAO (2019),0
ALB,2013,"Sharks, rays, chimaeras",capture_production,tonnes,FAO (2019),43
ALB,2013,"Shrimps, prawns",capture_production,tonnes,FAO (2019),1234
ALB,2013,"Squids, cuttlefishes, octopuses",capture_production,tonnes,FAO (2019),347
ALB,2013,"Tunas, bonitos, billfishes",capture_production,tonnes,FAO (2019),25
ALB,2014,"Clams, cockles, arkshells",capture_production,tonnes,FAO (2019),1
ALB,2014,"Cods, hakes, haddocks",capture_production,tonnes,FAO (2019),904
ALB,2014,Corals,capture_production,tonnes,FAO (2019),1.5
