Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,price,Total,atlantic,1279.1397422455834,1281.4427467777728,0.0018004323187913098,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,price,Total,atlantic,1279.1397411128305,1281.4444932315866,0.001801798540596546,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,price,Total,atlantic,1279.1397400797896,1281.446195728611,0.0018031303199738855,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,price,Total,atlantic,1279.1397391358846,1281.4478560838675,0.0018044290841453241,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,price,Total,atlantic,1279.139738271232,1281.4494760183857,0.0018056961863097195,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,price,Total,atlantic,1279.1397374769504,1281.4510571677354,0.0018069329120710407,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,catches_fleet,affected_managed,atlantic,588778.077703651,588778.077703651,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,catches_fleet,affected_managed,atlantic,598887.1245719938,598673.4167167812,-3.5684162581613193e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,catches_fleet,affected_managed,atlantic,606210.1315226861,606073.0131561289,-2.261895000216473e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,catches_fleet,affected_managed,atlantic,611421.3499294405,611491.5710420869,1.1484897060676573e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,catches_fleet,affected_managed,atlantic,615068.044332025,615378.2134394643,5.042842174904322e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,catches_fleet,affected_managed,atlantic,617578.0395936215,618105.9480087337,8.54804383037248e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,catches_fleet,affected_managed,atlantic,619276.3226561955,619973.4423041113,0.0011257004707135318,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,catches_fleet,affected_managed,atlantic,620404.1757649573,621213.1391995236,0.0013039297060965579,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,catches_fleet,affected_managed,atlantic,621137.3549577104,622001.8245135602,0.001391752643678383,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,catches_fleet,affected_managed,atlantic,621601.7759400122,622471.3709971918,0.0013989584503109427,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,catches_fleet,affected_managed,atlantic,621886.2851341942,622718.4898006783,0.0013381942750266143,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,catches_fleet,affected_managed,atlantic,622052.6601208177,622813.012453705,0.0012223279179283003,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,catches_fleet,affected_managed,atlantic,622143.2232295476,622804.6214033604,0.001063096324314933,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,catches_fleet,affected_managed,atlantic,622186.5140553857,622728.1486451449,8.705341204341052e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,catches_fleet,affected_managed,atlantic,622201.4421897138,622607.6465857355,6.528502965086572e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,catches_fleet,affected_managed,atlantic,622200.2818005821,622459.4544779361,4.165422050341311e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,catches_fleet,affected_managed,atlantic,622190.8016795695,622294.4697860935,1.6661787066616577e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,catches_fleet,affected_managed,atlantic,622177.7606422674,622119.8056354554,-9.314863127247479e-5,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,catches_fleet,affected_managed,atlantic,622163.943687065,621939.983532254,-3.599696785445411e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,catches_fleet,affected_managed,atlantic,622150.870142452,621757.7801114322,-6.318242887448773e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,catches_fleet,affected_managed,atlantic,622139.270430903,621574.820091351,-9.072732849044426e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,catches_fleet,affected_managed,atlantic,622129.4016296022,621391.9855726754,-0.0011853097683460136,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,catches_fleet,affected_managed,atlantic,622121.2521679073,621209.6941660442,-0.0014652417011741096,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,catches_fleet,affected_managed,atlantic,622114.6713429089,621028.0846541018,-0.0017466019350766806,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,catches_fleet,affected_managed,atlantic,622109.4486460156,620847.1383522908,-0.0020290807292384066,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,catches_fleet,affected_managed,atlantic,622105.3601928686,620666.7564022284,-0.0023124761217203542,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,catches_fleet,affected_managed,atlantic,622102.1940640869,620486.8073511968,-0.002596658118720132,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,catches_fleet,affected_managed,atlantic,622099.7625020432,620307.1550687085,-0.002881543349454026,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,catches_fleet,affected_managed,atlantic,622097.9062209089,620127.673942234,-0.0031670774953150307,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,catches_fleet,affected_managed,atlantic,622096.4942397526,619948.2560753928,-0.003453223389379688,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,catches_fleet,affected_managed,atlantic,622095.4213960608,619768.813648009,-0.0037399531776502555,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,catches_fleet,affected_managed,atlantic,622094.6048611017,619589.2785094664,-0.004027243335753814,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,catches_fleet,affected_managed,atlantic,622093.9804306601,619409.6003304946,-0.004315071652529357,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,catches_fleet,affected_managed,atlantic,622093.4990134086,619229.7441345467,-0.004603415537059172,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,catches_fleet,affected_managed,atlantic,622093.1235202554,619049.6876956817,-0.004892251191191062,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,catches_fleet,affected_managed,atlantic,622092.8262266237,618869.4190729209,-0.005181553327426643,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,catches_fleet,affected_managed,atlantic,622092.586605025,618688.9344139865,-0.005471295212845064,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,catches_fleet,affected_managed,atlantic,622092.3895866371,618508.2360777992,-0.0057614488922127565,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,catches_fleet,affected_managed,atlantic,622092.2241939461,618327.3310767434,-0.0060519854947245245,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,catches_fleet,affected_managed,atlantic,622092.0824827566,618146.2298139223,-0.006342875564476648,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,catches_fleet,affected_managed,atlantic,622091.958735158,617964.9450788927,-0.0066340893790948425,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,catches_fleet,affected_managed,atlantic,622091.8488516917,617783.4912620494,-0.006925597237120218,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,catches_fleet,affected_managed,atlantic,622091.7498988475,617601.883749225,-0.007217369705276838,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,catches_fleet,affected_managed,atlantic,622091.6597758306,617420.1384618669,-0.007509377823272962,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,catches_fleet,affected_managed,atlantic,622091.5769716899,617238.2715129136,-0.007801593267669604,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,catches_fleet,affected_managed,atlantic,622091.5003900721,617056.2989533748,-0.008093988478447356,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,catches_fleet,affected_managed,atlantic,622091.4292240122,616874.2365891937,-0.008386536752847316,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,catches_fleet,affected_managed,atlantic,622091.3628673534,616692.0998519899,-0.008679212311318893,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,catches_fleet,affected_managed,atlantic,622091.3008526994,616509.9037107221,-0.008971990340207167,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,catches_fleet,affected_managed,atlantic,622091.2428083939,616327.6626141266,-0.00926484701544421,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,catches_fleet,affected_managed,atlantic,622091.1884289955,616145.390456097,-0.009557759510971155,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,catches_fleet,affected_managed,atlantic,622091.1374552347,615963.100557992,-0.009850705995122172,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,catches_fleet,affected_managed,atlantic,622091.0896605478,615780.8056632946,-0.010143665617677397,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,catches_fleet,affected_managed,atlantic,622091.0448421306,615598.5179411701,-0.010436618489835526,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,catches_fleet,affected_managed,atlantic,622091.0028150504,615416.2489963246,-0.010729545658949584,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,catches_fleet,affected_managed,atlantic,622090.9634084022,615234.0098832248,-0.011022429079516682,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,catches_fleet,affected_managed,atlantic,622090.9264628111,615051.8111232441,-0.011315251581615466,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,catches_fleet,affected_managed,atlantic,622090.8918288036,614869.6627236657,-0.011607996837743637,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,catches_fleet,affected_managed,atlantic,622090.8593657282,614687.5741977689,-0.011900649328793436,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,catches_fleet,affected_managed,atlantic,622090.8289410156,614505.5545854267,-0.012193194309746294,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,catches_fleet,affected_managed,atlantic,622090.8004296437,614323.6124738043,-0.012485617775532247,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,catches_fleet,affected_managed,atlantic,622090.7737137189,614141.7560178661,-0.012777906427383958,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,catches_fleet,affected_oa,atlantic,747545.6762028559,747545.6762028559,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,catches_fleet,affected_oa,atlantic,760694.6976351045,704893.017804729,-0.07335620979593423,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,catches_fleet,affected_oa,atlantic,770472.1105812351,665444.1078338127,-0.13631642379396516,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,catches_fleet,affected_oa,atlantic,777634.5222099676,629125.7783796559,-0.1909749883637665,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,catches_fleet,affected_oa,atlantic,782814.9505745783,595824.8470554397,-0.2388688455450291,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,catches_fleet,affected_oa,atlantic,786521.6125282756,565386.849708316,-0.28115535453516827,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,catches_fleet,affected_oa,atlantic,789150.0942614266,537626.3671444935,-0.3187273611775167,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,catches_fleet,affected_oa,atlantic,791000.9557506857,512340.08908145444,-0.3522889127292811,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,catches_fleet,affected_oa,atlantic,792298.1189125121,489318.59099062334,-0.3824059665038087,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,catches_fleet,affected_oa,atlantic,793205.6696055589,468355.4116594105,-0.40954101867134685,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,catches_fleet,affected_oa,atlantic,793842.1126496068,449253.3015168329,-0.43407726252093104,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,catches_fleet,affected_oa,atlantic,794291.9060862267,431828.0493198628,-0.4563358306801323,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,catches_fleet,affected_oa,atlantic,794614.49046334,415910.4475866263,-0.4765883927637555,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,catches_fleet,affected_oa,atlantic,794851.1852763603,401346.93201438506,-0.49506657416024163,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,catches_fleet,affected_oa,atlantic,795030.3552494305,387999.33774175297,-0.5119691529010573,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,catches_fleet,affected_oa,atlantic,795171.2188079809,375744.1100942896,-0.5274676683374466,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,catches_fleet,affected_oa,atlantic,795286.6165738396,364471.21287211234,-0.541710868413347,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,catches_fleet,affected_oa,atlantic,795384.9983160114,354082.900977303,-0.5548282885307529,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,catches_fleet,affected_oa,atlantic,795471.8317151181,344492.4665550008,-0.566933167435684,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,catches_fleet,affected_oa,atlantic,795550.589179545,335623.0262249959,-0.5781248473825837,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,catches_fleet,affected_oa,atlantic,795623.4305361733,327406.38804117433,-0.5884907665168507,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,catches_fleet,affected_oa,atlantic,795691.6690964213,319782.0173601651,-0.5981081243149046,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,catches_fleet,affected_oa,atlantic,795756.0852200363,312696.10818955227,-0.6070452818427546,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,catches_fleet,affected_oa,atlantic,795817.1338006355,306100.75877117005,-0.6153629448648525,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,catches_fleet,affected_oa,atlantic,795875.0788985976,299953.24561275943,-0.6231151677373021,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,catches_fleet,affected_oa,atlantic,795930.0790321622,294215.3878133061,-0.6303502084365662,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,catches_fleet,affected_oa,atlantic,795982.2395715698,288852.99256098754,-0.6371112592707344,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,catches_fleet,affected_oa,atlantic,796031.6435991975,283835.37258569256,-0.6434370733023222,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,catches_fleet,affected_oa,atlantic,796078.3689840548,279134.9267615942,-0.6493625029432433,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,catches_fleet,affected_oa,atlantic,796122.4968767412,274726.7757424236,-0.6549189643299856,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,catches_fleet,affected_oa,atlantic,796164.1150637999,270588.4453207673,-0.66013483878373,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,catches_fleet,affected_oa,atlantic,796203.318407368,266699.59103838925,-0.6650358207852438,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,catches_fleet,affected_oa,atlantic,796240.2077748764,263041.7583814603,-0.6696452203581372,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,catches_fleet,affected_oa,atlantic,796274.8883163945,259598.17364218822,-0.6739842264885809,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,catches_fleet,affected_oa,atlantic,796307.4675893496,256353.56120253153,-0.6780721371625622,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,catches_fleet,affected_oa,atlantic,796338.0538015241,253293.9835923775,-0.681926560732325,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
