Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,u_mort_fleet,unaffected_oa,atlantic,0.12836613487216014,0.13143822011720135,0.023932209597965243,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,u_mort_total,Total,atlantic,0.21706004527341444,0.21706004527341444,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,u_mort_total,Total,atlantic,0.2171874621886046,0.2167064022626226,-0.0022149525627968396,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,u_mort_total,Total,atlantic,0.21737223617893964,0.21655367381817228,-0.003765717164051803,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,u_mort_total,Total,atlantic,0.21757223944882814,0.2165188327851983,-0.004841640947845316,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,u_mort_total,Total,atlantic,0.2177637531090345,0.21654812757963035,-0.005582313456893318,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,u_mort_total,Total,atlantic,0.21793486537529383,0.21660773889011808,-0.0060895556242933965,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,u_mort_total,Total,atlantic,0.21808095510080192,0.21667723193278407,-0.006436706806282158,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,u_mort_total,Total,atlantic,0.21820166573002645,0.21674498209983029,-0.006675859349297842,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,u_mort_total,Total,atlantic,0.21829893247689786,0.21680501212339856,-0.006843461562311551,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,u_mort_total,Total,atlantic,0.21837574011510197,0.2168548391852004,-0.006964605725434172,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,u_mort_total,Total,atlantic,0.21843537600742743,0.21689403874658464,-0.0070562620808746,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,u_mort_total,Total,atlantic,0.21848100986744512,0.2169233101276567,-0.007129680244216624,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,u_mort_total,Total,atlantic,0.21851548228949236,0.21694388732357076,-0.007192144691329154,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,u_mort_total,Total,atlantic,0.21854122145043345,0.21695718259103636,-0.0072482383363834234,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,u_mort_total,Total,atlantic,0.2185602343452786,0.21696458330731075,-0.007300738136321111,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,u_mort_total,Total,atlantic,0.21857413789433336,0.21696734693838854,-0.00735124004799507,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,u_mort_total,Total,atlantic,0.2185842082927687,0.21696655660550487,-0.007400588084099682,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,u_mort_total,Total,atlantic,0.2185914357041533,0.2169631123080075,-0.007449163737364387,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,u_mort_total,Total,atlantic,0.2185965770929397,0.2169577416396743,-0.0074970773790690535,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,u_mort_total,Total,atlantic,0.21860020359084967,0.21695101984660214,-0.007544291895236624,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,u_mort_total,Total,atlantic,0.2186027409824075,0.21694339310431932,-0.007590700238391477,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,u_mort_total,Total,atlantic,0.2186045031588669,0.21693520153009804,-0.00763617219520734,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,u_mort_total,Total,atlantic,0.21860571906148413,0.21692670012671983,-0.007680581011204305,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,u_mort_total,Total,atlantic,0.21860655394040693,0.21691807688749584,-0.007723817161361832,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,u_mort_total,Total,atlantic,0.21860712584381584,0.21690946789866689,-0.007765794178007923,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,u_mort_total,Total,atlantic,0.21860751821986726,0.21690096960629898,-0.007806449784823498,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,u_mort_total,Total,atlantic,0.21860778942199627,0.2168926485736369,-0.007845744439821785,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,u_mort_total,Total,atlantic,0.21860797979284816,0.21688454911027077,-0.007883658612144424,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,u_mort_total,Total,atlantic,0.21860811688455864,0.21687669915114782,-0.007920189598106893,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,u_mort_total,Total,atlantic,0.2186082192643992,0.21686911472978398,-0.007955348341737402,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,u_mort_total,Total,atlantic,0.21860829925998385,0.21686180334337732,-0.007989156507409062,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,u_mort_total,Total,atlantic,0.2186083649187126,0.21685476645807245,-0.008021643916929796,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,u_mort_total,Total,atlantic,0.2186084213913441,0.21684800135589893,-0.008052846382773725,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,u_mort_total,Total,atlantic,0.21860847189799887,0.21684150248357337,-0.008082803923765388,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,u_mort_total,Total,atlantic,0.21860851839455664,0.21683526242831927,-0.008111559326507577,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,u_mort_total,Total,atlantic,0.21860856202637152,0.21682927261708343,-0.008139157006455452,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,u_mort_total,Total,atlantic,0.21860860343266608,0.21682352381243536,-0.008165642121127898,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,u_mort_total,Total,atlantic,0.21860864294730734,0.21681800646026395,-0.008191059890870824,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,u_mort_total,Total,atlantic,0.21860868072857864,0.21681271093030235,-0.008215455087559569,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,u_mort_total,Total,atlantic,0.2186087168409754,0.21680762767975112,-0.008238871657320384,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,u_mort_total,Total,atlantic,0.21860875130509516,0.21680274736214122,-0.008261352448939425,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,u_mort_total,Total,atlantic,0.21860878412670667,0.21679806089750359,-0.00828293902478129,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,u_mort_total,Total,atlantic,0.21860881531254034,0.21679355951541918,-0.00830367153550478,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,u_mort_total,Total,atlantic,0.21860884487785495,0.2167892347792243,-0.008323588643667843,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,u_mort_total,Total,atlantic,0.21860887284911318,0.21678507859725168,-0.00834272748444342,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,u_mort_total,Total,atlantic,0.21860889926391447,0.216781083225255,-0.0083611236542244,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,u_mort_total,Total,atlantic,0.21860892416953662,0.21677724126292658,-0.008378811219936853,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,u_mort_total,Total,atlantic,0.21860894762090602,0.2167735456465368,-0.00839582274350461,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,u_mort_total,Total,atlantic,0.218608969678471,0.21676998963910052,-0.008412189317186902,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2068,u_mort_total,Total,atlantic,0.21860899040623183,0.21676656681903878,-0.008427940606510996,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2069,u_mort_total,Total,atlantic,0.21860900987004428,0.21676327106799914,-0.00844310489829476,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2070,u_mort_total,Total,atlantic,0.21860902813623342,0.21676009655828551,-0.008457709151863972,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2071,u_mort_total,Total,atlantic,0.21860904527050867,0.21675703774020308,-0.00847177905202369,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2072,u_mort_total,Total,atlantic,0.21860906133714786,0.2167540893295212,-0.00848533906271088,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2073,u_mort_total,Total,atlantic,0.21860907639841085,0.21675124629519038,-0.008498412480525764,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2074,u_mort_total,Total,atlantic,0.2186090905141399,0.21674850384739971,-0.008511021487552657,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2075,u_mort_total,Total,atlantic,0.21860910374150808,0.21674585742603006,-0.008523187203041611,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2076,u_mort_total,Total,atlantic,0.21860911613488246,0.21674330268953643,-0.00853492973364761,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2077,u_mort_total,Total,atlantic,0.21860912774577304,0.21674083550427534,-0.008546268222022257,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2078,u_mort_total,Total,atlantic,0.21860913862284448,0.21673845193428587,-0.008557220893615122,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2079,u_mort_total,Total,atlantic,0.21860914881197296,0.21673614823152185,-0.008567805101615835,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2080,u_mort_total,Total,atlantic,0.21860915835633318,0.21673392082653217,-0.008578037369982328,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2019,revenue_fleet,affected_managed,atlantic,794949795.8229995,794949795.8229995,0,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2020,revenue_fleet,affected_managed,atlantic,796310482.7316453,797562690.2862744,0.0015725117046475933,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2021,revenue_fleet,affected_managed,atlantic,796984262.2123715,799092152.0185527,0.0026448324090237877,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2022,revenue_fleet,affected_managed,atlantic,797236755.5745075,799898223.621149,0.0033383659597123728,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2023,revenue_fleet,affected_managed,atlantic,797245173.8142699,800234527.4511825,0.003749603930006353,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2024,revenue_fleet,affected_managed,atlantic,797124153.5540922,800275833.0038418,0.003953812509252637,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2025,revenue_fleet,affected_managed,atlantic,796945207.5480682,800139832.1481415,0.0040085875036530065,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2026,revenue_fleet,affected_managed,atlantic,796750900.1609606,799903793.6497133,0.003957188486534213,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2027,revenue_fleet,affected_managed,atlantic,796564894.9464182,799616958.1082084,0.0038315310920092106,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2028,revenue_fleet,affected_managed,atlantic,796398899.8110201,799309546.0175129,0.003654759200676266,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2029,revenue_fleet,affected_managed,atlantic,796257353.264139,798999165.4297113,0.003443374374293227,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2030,revenue_fleet,affected_managed,atlantic,796140508.6255913,798695278.5965109,0.003208943576216225,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2031,revenue_fleet,affected_managed,atlantic,796046408.1296973,798402253.6824563,0.0029594324259234668,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2032,revenue_fleet,affected_managed,atlantic,795972104.5161852,798121406.2900217,0.0027002224847350663,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2033,revenue_fleet,affected_managed,atlantic,795914383.798876,797852333.4825567,0.002434872045446492,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2034,revenue_fleet,affected_managed,atlantic,795870165.4153676,797593761.4861181,0.0021656749375080844,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2035,revenue_fleet,affected_managed,atlantic,795836699.7299454,797344065.4990072,0.0018940641586060363,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2036,revenue_fleet,affected_managed,atlantic,795811642.948933,797101573.0472592,0.0016208987513003509,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2037,revenue_fleet,affected_managed,atlantic,795793061.7166543,796864727.9136536,0.001346664413845924,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2038,revenue_fleet,affected_managed,atlantic,795779400.6547608,796632166.9437826,0.001071611414319196,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2039,revenue_fleet,affected_managed,atlantic,795769433.3440154,796402744.5701891,7.958476408328876e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2040,revenue_fleet,affected_managed,atlantic,795762208.842132,796175527.7617822,5.194000356608964e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2041,revenue_fleet,affected_managed,atlantic,795757000.4195031,795949775.8124301,2.4225409619447173e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2042,revenue_fleet,affected_managed,atlantic,795753259.8058943,795724913.8128692,-3.5621585806608974e-5,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2043,revenue_fleet,affected_managed,atlantic,795750578.1955184,795500504.9823595,-3.142607998173545e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2044,revenue_fleet,affected_managed,atlantic,795748654.0861335,795276224.6769,-5.936917477743093e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2045,revenue_fleet,affected_managed,atlantic,795747267.4109257,795051837.4163265,-8.739332487586181e-4,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2046,revenue_fleet,affected_managed,atlantic,795746259.1465764,794827177.386418,-0.001154993504014858,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2047,revenue_fleet,affected_managed,atlantic,795745515.5068144,794602132.3688735,-0.0014368703507083632,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2048,revenue_fleet,affected_managed,atlantic,795744955.8678391,794376630.7917498,-0.0017195523088135297,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2049,revenue_fleet,affected_managed,atlantic,795744523.6638137,794150631.4818736,-0.0020030199825961563,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2050,revenue_fleet,affected_managed,atlantic,795744179.6031908,793924115.6771759,-0.002287247550993714,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2051,revenue_fleet,affected_managed,atlantic,795743896.6704311,793697080.8811634,-0.0025722041951337727,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2052,revenue_fleet,affected_managed,atlantic,795743656.4824494,793469536.1890601,-0.002857855384536738,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2053,revenue_fleet,affected_managed,atlantic,795743446.6602998,793241498.7705892,-0.0031441639892997053,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2054,revenue_fleet,affected_managed,atlantic,795743258.9529647,793012991.249463,-0.0034310912128796105,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2055,revenue_fleet,affected_managed,atlantic,795743087.9122499,792784039.7699442,-0.0037185973554218783,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2056,revenue_fleet,affected_managed,atlantic,795742929.9672334,792554672.584487,-0.004006642425183397,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2057,revenue_fleet,affected_managed,atlantic,795742782.7853699,792324919.032961,-0.004295186618526629,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2058,revenue_fleet,affected_managed,atlantic,795742644.8370671,792094808.8137186,-0.004584190689058125,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2059,revenue_fleet,affected_managed,atlantic,795742515.1031233,791864371.4705042,-0.00487361622511342,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2060,revenue_fleet,affected_managed,atlantic,795742392.881303,791633636.0378643,-0.00516342585263207,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2061,revenue_fleet,affected_managed,atlantic,795742277.6608586,791402630.8021339,-0.005453583378127672,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2062,revenue_fleet,affected_managed,atlantic,795742169.0429823,791171383.146129,-0.0057440538841249155,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2063,revenue_fleet,affected_managed,atlantic,795742066.691816,790939919.4540358,-0.006034803787293105,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2064,revenue_fleet,affected_managed,atlantic,795741970.3054239,790708265.0592511,-0.0063258008676364465,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2065,revenue_fleet,affected_managed,atlantic,795741879.5995193,790476444.2226132,-0.006617014275478405,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2066,revenue_fleet,affected_managed,atlantic,795741794.2991104,790244480.1318953,-0.006908414521644103,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
2067,revenue_fleet,affected_managed,atlantic,795741714.1348782,790012394.9159832,-0.007199973455110133,RD/TN/RL/119 | RD/TN/RL/77/Rev.2,Facilitator's text - Overfished (RD/TN/RL/119 | RD/TN/RL/77/Rev.2),Overfished
