Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,price,Total,atlantic,1279.1421701804718,1294.1601674922797,0.011740678762618733,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,price,Total,atlantic,1279.142169906107,1294.159891483921,0.011740463203489194,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,price,Total,atlantic,1279.1421696454545,1294.1596168511508,0.01174024870891304,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,price,Total,atlantic,1279.1421694179674,1294.1593436184735,0.011740035282660736,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,price,Total,atlantic,1279.14216923066,1294.159071768706,0.0117398229057509,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,price,Total,atlantic,1279.1421690834636,1294.15880125765,0.011739611543684999,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,price,Total,atlantic,1279.1421689726342,1294.1585320248346,0.011739401152149541,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,price,Total,atlantic,1279.1421688928426,1294.1582640012086,0.011739191681377489,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,price,Total,atlantic,1279.1421688384023,1294.1579971145086,0.011738983079372836,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,price,Total,atlantic,1279.1421688039438,1294.1577312928875,0.01173877529421452,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,catches_fleet,affected_managed,atlantic,9576486.59349431,9576486.59349431,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,catches_fleet,affected_managed,atlantic,9740910.432413828,9739259.212238817,-1.6951394702454994e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,catches_fleet,affected_managed,atlantic,9860062.589163026,9889419.88746517,0.0029773947210446476,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,catches_fleet,affected_managed,atlantic,9944906.577423193,10020552.904272253,0.007606539715595872,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,catches_fleet,affected_managed,atlantic,10004323.649109256,10130786.385912705,0.012640808238416939,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,catches_fleet,affected_managed,atlantic,10045251.302865656,10220831.152215375,0.017478890677392018,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,catches_fleet,affected_managed,atlantic,10072959.929373018,10292730.143960776,0.021817838661990663,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,catches_fleet,affected_managed,atlantic,10091365.475763118,10349073.991146995,0.025537526710614822,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,catches_fleet,affected_managed,atlantic,10103324.147304686,10392531.115916893,0.028624932190200025,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,catches_fleet,affected_managed,atlantic,10110885.746084873,10425588.08452169,0.031125100840811746,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,catches_fleet,affected_managed,atlantic,10115499.608536128,10450426.047885122,0.03311022216503876,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,catches_fleet,affected_managed,atlantic,10118175.83333481,10468881.041598821,0.03466091260329723,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,catches_fleet,affected_managed,atlantic,10119608.123176727,10482452.460764667,0.035855571991658924,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,catches_fleet,affected_managed,atlantic,10120265.447804779,10492336.297049958,0.036764929849333806,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,catches_fleet,affected_managed,atlantic,10120459.292117165,10499468.507068975,0.037449803809499055,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,catches_fleet,affected_managed,atlantic,10120392.278431492,10504569.912733853,0.037960745367659074,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,catches_fleet,affected_managed,atlantic,10120192.859103523,10508188.00398866,0.038338710564801176,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,catches_fleet,affected_managed,atlantic,10119939.75801027,10510733.510876685,0.038616213358097215,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,catches_fleet,affected_managed,atlantic,10119678.97153227,10512511.100576382,0.03881863546750744,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,catches_fleet,affected_managed,atlantic,10119435.436370969,10513744.381699031,0.03896550828427139,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,catches_fleet,affected_managed,atlantic,10119220.920245644,10514595.807327703,0.03907167263153903,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,catches_fleet,affected_managed,atlantic,10119039.269444788,10515182.22597403,0.0391482774185319,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,catches_fleet,affected_managed,atlantic,10118889.829816837,10515586.844448851,0.039203610406260865,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,catches_fleet,affected_managed,atlantic,10118769.622564968,10515868.30717336,0.039243771665960055,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,catches_fleet,affected_managed,atlantic,10118674.684062878,10516067.50436035,0.03927320846902748,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,catches_fleet,affected_managed,atlantic,10118600.854353003,10516212.620878013,0.03929513301771932,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,catches_fleet,affected_managed,atlantic,10118544.20984663,10516322.841478879,0.03931184401459241,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,catches_fleet,affected_managed,atlantic,10118501.272637758,10516411.042647919,0.03932497108896746,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,catches_fleet,affected_managed,atlantic,10118469.08466409,10516485.72881552,0.03933565846978558,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,catches_fleet,affected_managed,atlantic,10118445.204388939,10516552.411092708,0.0393447015487209,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,catches_fleet,affected_managed,atlantic,10118427.662814038,10516614.578890016,0.03935264740186309,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,catches_fleet,affected_managed,atlantic,10118414.901599348,10516674.377176942,0.03935986806734369,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,catches_fleet,affected_managed,atlantic,10118405.706787873,10516733.07302282,0.03936661345450217,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,catches_fleet,affected_managed,atlantic,10118399.145627426,10516791.3728251,0.03937304918138505,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,catches_fleet,affected_managed,atlantic,10118394.51019492,10516849.63485773,0.03937928336964332,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,catches_fleet,affected_managed,atlantic,10118391.269225026,10516908.009260666,0.03938538542660673,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,catches_fleet,affected_managed,atlantic,10118389.028213039,10516966.52835581,0.03939139906870755,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,catches_fleet,affected_managed,atlantic,10118387.497152317,10517025.163426196,0.039397351246537066,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,catches_fleet,affected_managed,atlantic,10118386.4649439,10517083.859212268,0.0394032581824871,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,catches_fleet,affected_managed,atlantic,10118385.779424267,10517142.553881476,0.0394091293957264,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,catches_fleet,affected_managed,atlantic,10118385.331994744,10517201.189746846,0.03941497034028044,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,catches_fleet,affected_managed,atlantic,10118385.045939233,10517259.718270125,0.039420784099431984,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,catches_fleet,affected_managed,atlantic,10118384.867645977,10517318.101677775,0.03942657244709149,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,catches_fleet,affected_managed,atlantic,10118384.760081517,10517376.31269111,0.03943233649145976,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,catches_fleet,affected_managed,atlantic,10118384.697988192,10517434.33331305,0.03943807704842454,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,catches_fleet,affected_managed,atlantic,10118384.66438496,10517492.153242454,0.039443794844278554,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,catches_fleet,affected_managed,atlantic,10118384.648042878,10517549.768244531,0.03944949061398455,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,catches_fleet,affected_managed,atlantic,10118384.641681906,10517607.178651568,0.03945516513822723,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,catches_fleet,affected_managed,atlantic,10118384.640696209,10517664.388072751,0.0394608192468427,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,catches_fleet,affected_managed,atlantic,10118384.642262802,10517721.402335338,0.03946645380573633,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,catches_fleet,affected_managed,atlantic,10118384.644725595,10517778.228648167,0.03947206969748517,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,catches_fleet,affected_managed,atlantic,10118384.647175204,10517834.874962818,0.039477667801364934,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,catches_fleet,affected_managed,atlantic,10118384.649166496,10517891.34950182,0.03948324897573777,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,catches_fleet,affected_managed,atlantic,10118384.650531914,10517947.66042275,0.03948881404403133,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,catches_fleet,affected_managed,atlantic,10118384.65126067,10518003.81558957,0.03949436378455032,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,catches_fleet,affected_managed,atlantic,10118384.651422493,10518059.822426327,0.03949989892385096,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,catches_fleet,affected_managed,atlantic,10118384.65112113,10518115.687832408,0.03950542013314217,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,catches_fleet,affected_managed,atlantic,10118384.650467383,10518171.418142693,0.03951092802711781,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,catches_fleet,affected_managed,atlantic,10118384.64956451,10518227.01911937,0.03951642316464709,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,catches_fleet,affected_managed,atlantic,10118384.64850144,10518282.495965265,0.03952190605078942,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,catches_fleet,affected_managed,atlantic,10118384.647350587,10518337.853351125,0.03952737713971596,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,catches_fleet,affected_managed,atlantic,10118384.646168213,10518393.095451197,0.03953283683818688,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,catches_fleet,affected_oa,atlantic,15074990.560122307,15074990.560122307,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,catches_fleet,affected_oa,atlantic,15347894.94414965,14964479.362402843,-0.02498163970642493,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,catches_fleet,affected_oa,atlantic,15556436.43892352,14939159.508497242,-0.03967984138589723,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,catches_fleet,affected_oa,atlantic,15713173.041070381,14959295.841519604,-0.04797740071851354,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,catches_fleet,affected_oa,atlantic,15829253.653283756,15001073.270776192,-0.052319610301763006,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
