Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,catches_fleet,unaffected_oa,atlantic,210445.8854217166,241049.41413628915,0.14542231915461562,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,catches_fleet,unaffected_oa,atlantic,210530.40747193468,243359.5706183647,0.1559354942625397,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,catches_fleet,unaffected_oa,atlantic,210581.62959241934,245379.5452238875,0.1652466822429834,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,catches_fleet,unaffected_oa,atlantic,210610.2485638375,247141.91038058806,0.1734562399781678,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,catches_fleet,unaffected_oa,atlantic,210623.8689386375,248677.34622346665,0.18067029855916067,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,catches_fleet,unaffected_oa,atlantic,210627.8241326386,250013.97663355546,0.1869940624564123,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,catches_fleet,unaffected_oa,atlantic,210625.7992607417,251177.10161031425,0.19252770786817303,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,catches_fleet,unaffected_oa,atlantic,210620.2972161423,252189.18096604128,0.19736409215698836,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,catches_fleet,unaffected_oa,atlantic,210612.9831830735,253069.9676307567,0.2015876884986613,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,catches_fleet,unaffected_oa,atlantic,210604.93636628112,253836.72144334795,0.20527431988526007,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,catches_fleet,unaffected_oa,atlantic,210596.83187114145,254504.4581045601,0.20849139012824536,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,catches_fleet,unaffected_oa,atlantic,210589.0706413646,255086.20485448875,0.21129840251255597,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,catches_fleet,unaffected_oa,atlantic,210581.87120769804,255593.24607762927,0.21374762514830284,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,catches_fleet,unaffected_oa,atlantic,210575.33366397943,256035.34981964398,0.2158848112201322,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,catches_fleet,unaffected_oa,atlantic,210569.4836623423,256420.97122210177,0.21774991685539963,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,catches_fleet,unaffected_oa,atlantic,210564.30219026815,256757.43198410948,0.2193777830018914,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,catches_fleet,unaffected_oa,atlantic,210559.74534586875,257051.0767634215,0.220798763510971,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,catches_fleet,unaffected_oa,atlantic,210555.75716418662,257307.40838009908,0.22203929185112034,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,catches_fleet,unaffected_oa,atlantic,210552.27768167653,257531.2040952668,0.22312238523781422,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,catches_fleet,unaffected_oa,atlantic,210549.2477889541,257726.61531905486,0.22406808870383346,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,catches_fleet,unaffected_oa,atlantic,210546.61195786795,257897.25299707797,0.2248938636385432,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,catches_fleet,unaffected_oa,atlantic,210544.31959440385,258046.26072515632,0.22561492621724974,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,catches_fleet,unaffected_oa,atlantic,210542.32553024354,258176.37740425486,0.22624454134838023,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,catches_fleet,unaffected_oa,atlantic,210540.58999734186,258289.9910054774,0.2267942775725023,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,catches_fleet,unaffected_oa,atlantic,210539.07831235832,258389.184786933,0.22727422793968768,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,catches_fleet,unaffected_oa,atlantic,210537.76041681715,258475.7770993403,0.22769320138875196,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,catches_fleet,unaffected_oa,atlantic,210536.61036388937,258551.35573848354,0.2280588886256218,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,catches_fleet,unaffected_oa,atlantic,210535.6058059599,258617.30764982715,0.22837800599002595,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,catches_fleet,unaffected_oa,atlantic,210534.7275130975,258674.84466174355,0.22865642033165878,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,catches_fleet,unaffected_oa,atlantic,210533.95893718544,258725.02581609748,0.22889925749836038,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,catches_fleet,unaffected_oa,atlantic,210533.28582698538,258768.7767753768,0.2291109966717139,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,catches_fleet,unaffected_oa,atlantic,210532.69589381677,258806.9067112782,0.22929555246757857,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,catches_fleet,unaffected_oa,atlantic,210532.17852448113,258840.12301806768,0.2294563464461999,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,catches_fleet,unaffected_oa,atlantic,210531.72453660675,258869.04414288918,0.22959636944349282,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,catches_fleet,unaffected_oa,atlantic,210531.32597112097,258894.21078260086,0.22971823593660323,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,catches_fleet,unaffected_oa,atlantic,210530.97591665277,258916.09566111502,0.22982423148799475,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,catches_fleet,unaffected_oa,atlantic,210530.66836106777,258935.11207131928,0.22991635416858186,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,catches_fleet,unaffected_oa,atlantic,210530.39806587636,258951.62134043025,0.22999635073792324,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,catches_fleet,unaffected_oa,atlantic,210530.16045982385,258965.93935624123,0.23006574825491827,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,catches_fleet,unaffected_oa,atlantic,210529.9515485288,258978.34227350086,0.23012588170289078,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,catches_fleet,unaffected_oa,atlantic,210529.76783753416,258989.0715040622,0.23017791813613775,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,catches_fleet,unaffected_oa,atlantic,210529.60626657802,258998.33808103556,0.2302228777889091,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,catches_fleet,unaffected_oa,atlantic,210529.4641532668,259006.32647561523,0.23026165253076863,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,catches_fleet,unaffected_oa,atlantic,210529.33914465146,259013.19793524334,0.2302950220029873,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,catches_fleet,unaffected_oa,atlantic,210529.2291754669,259019.09340308985,0.23032366772790858,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,catches_fleet,unaffected_oa,atlantic,210529.13243201427,259024.13607127772,0.23034818544613458,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,catches_fleet,unaffected_oa,atlantic,210529.04732083887,259028.43361370135,0.23036909590414434,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,catches_fleet,unaffected_oa,atlantic,210528.97244150148,259032.08013854682,0.2303868542868732,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,catches_fleet,unaffected_oa,atlantic,210528.90656285823,259035.15789560662,0.2304018584652922,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,catches_fleet,unaffected_oa,atlantic,210528.8486023588,259037.73876909964,0.23041445620767687,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,catches_fleet,unaffected_oa,atlantic,210528.7976079492,259039.8855828701,0.23042495148459063,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,catches_total,Total,atlantic,24848187.197386336,24848187.197386336,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,catches_total,Total,atlantic,25289137.970272865,24904071.168351047,-0.01522656890774453,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,catches_total,Total,atlantic,25619641.046427358,25033480.075729914,-0.022879359224245794,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,catches_total,Total,atlantic,25863360.02284326,25189715.9287618,-0.02604627138494301,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,catches_total,Total,atlantic,26040458.17199307,25346741.41533886,-0.02663995971469941,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,catches_total,Total,atlantic,26167392.168625843,25491023.512215488,-0.025847767024384915,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,catches_total,Total,atlantic,26257172.152922526,25616567.63744147,-0.02439731558867633,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,catches_total,Total,atlantic,26319833.164964024,25721798.07937355,-0.022721841808121954,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,catches_total,Total,atlantic,26362963.535440527,25807584.278284095,-0.021066647397581784,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,catches_total,Total,atlantic,26392207.0572328,25876007.165775318,-0.01955879969939908,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,catches_total,Total,atlantic,26411701.11728813,25929610.353164244,-0.01825292365618691,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,catches_total,Total,atlantic,26424439.339579664,25970967.567257967,-0.017161074507358338,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,catches_total,Total,atlantic,26432561.175474484,26002452.67765075,-0.016271919129153895,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,catches_total,Total,atlantic,26437577.18421107,26026135.705886137,-0.015562752799097416,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,catches_total,Total,atlantic,26440540.77655377,26043753.841819733,-0.01500676321589789,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,catches_total,Total,atlantic,26442177.009494998,26056724.27450555,-0.01457719365735427,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,catches_total,Total,atlantic,26442977.828154378,26066177.844737303,-0.014249529151587781,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,catches_total,Total,atlantic,26443271.620897353,26073000.7438869,-0.014002460902675868,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,catches_total,Total,atlantic,26443273.428023044,26077876.8920678,-0.01381812796172265,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,catches_total,Total,atlantic,26443120.779518303,26081327.090867974,-0.013681958784931255,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,catches_total,Total,atlantic,26442898.987992037,26083743.187968764,-0.01358231562229121,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,catches_total,Total,atlantic,26442658.79164431,26085416.758037973,-0.013510064794211294,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,catches_total,Total,atlantic,26442428.507728998,26086562.506120756,-0.0134581436612081,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,catches_total,Total,atlantic,26442222.28947659,26087336.947266564,-0.013421161743703404,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,catches_total,Total,atlantic,26442045.647980347,26087853.04980273,-0.013395052822044761,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,catches_total,Total,atlantic,26441899.076952294,26088191.540899478,-0.013376782621529623,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,catches_total,Total,atlantic,26441780.378459297,26088409.519791402,-0.013364109890110408,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,catches_total,Total,atlantic,26441686.11200228,26088546.94177348,-0.013355395292605895,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,catches_total,Total,atlantic,26441612.461842746,26088631.44576531,-0.013349451232855596,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,catches_total,Total,atlantic,26441555.725993004,26088681.911355928,-0.013345425598017609,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,catches_total,Total,atlantic,26441512.565300122,26088711.05348394,-0.013342712938410783,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,catches_total,Total,atlantic,26441480.105391774,26088727.296453275,-0.013340887406169387,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,catches_total,Total,atlantic,26441455.95253608,26088736.114010215,-0.013339652671131932,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,catches_total,Total,atlantic,26441438.162716083,26088740.97783812,-0.013338804898111963,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,catches_total,Total,atlantic,26441425.188511617,26088744.021713,-0.013338205648304166,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,catches_total,Total,atlantic,26441415.818598524,26088746.501227565,-0.013337762235972854,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,catches_total,Total,atlantic,26441409.11829457,26088749.10800778,-0.01333741362682472,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,catches_total,Total,atlantic,26441404.375520766,26088752.181438982,-0.01333712041438562,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,catches_total,Total,atlantic,26441401.05404337,26088755.84899697,-0.013336857768074833,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,catches_total,Total,atlantic,26441398.754387133,26088760.11743934,-0.013336610525919418,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,catches_total,Total,atlantic,26441397.181998465,26088764.930623434,-0.013336369819939237,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,catches_total,Total,atlantic,26441396.121843144,26088770.205001567,-0.013336130785857964,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,catches_total,Total,atlantic,26441395.418481495,26088775.85045023,-0.01333589103186283,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,catches_total,Total,atlantic,26441394.960667256,26088781.781672537,-0.013335649632678102,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,catches_total,Total,atlantic,26441394.669596218,26088787.92370823,-0.013335406482678242,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,catches_total,Total,atlantic,26441394.49004448,26088794.213896878,-0.013335161890964516,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,catches_total,Total,atlantic,26441394.38375815,26088800.601820707,-0.01333491633686408,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,catches_total,Total,atlantic,26441394.324573297,26088807.048196487,-0.013334670329738743,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,catches_total,Total,atlantic,26441394.294849273,26088813.52331282,-0.013334424334995699,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,catches_total,Total,atlantic,26441394.28288743,26088820.00536349,-0.013334178740798123,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,catches_total,Total,atlantic,26441394.281081878,26088826.478869524,-0.013333933848738332,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,catches_total,Total,atlantic,26441394.284607954,26088832.933283392,-0.01333368987768526,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,catches_total,Total,atlantic,26441394.290502213,26088839.361809146,-0.01333344697407676,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,catches_total,Total,atlantic,26441394.297024384,26088845.760437768,-0.013333205224593268,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,catches_total,Total,atlantic,26441394.30322058,26088852.1271794,-0.013332964668895778,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,catches_total,Total,atlantic,26441394.308628373,26088858.461465918,-0.013332725311214606,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,catches_total,Total,atlantic,26441394.31308102,26088864.763695627,-0.013332487130264106,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,catches_total,Total,atlantic,26441394.316580154,26088871.034893125,-0.013332250087355566,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,catches_total,Total,atlantic,26441394.319214776,26088877.276460256,-0.01333201413279284,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
