uaid,spid,SciName,CommName,SpeciesCat,VonBertK,Temp,area,MaxLength,AgeMat,pcat,mind
6914,3420,Aristeidae,Aristeid shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15459,3421,Plesiopenaeus edwardsianus,Scarlet shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,3422,Aristeus antennatus,Blue and red shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1905,3425,Pandalus borealis,Northern prawn,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9465,3427,Sergestidae,Sergestid shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6212,3428,Acetes japonicus,Akiami paste shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6709,3430,Palaemonidae,Palaemonid shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
974,3435,Crangon crangon,Common shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
417,3437,Pleoticus muelleri,Argentine red shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2586,3438,Solenocera agassizii,Kolibri shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3730,3442,Palinuridae,Spiny lobsters nei,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175,3443,Panulirus spp,Tropical spiny lobsters nei,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276,3445,Panulirus argus,Caribbean spiny lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19375,3446,Panulirus homarus,Scalloped spiny lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10249,3447,Jasus lalandii,Cape rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2143,3448,Jasus frontalis,Juan Fernandez rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13792,3449,Jasus tristani,Tristan da Cunha rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10615,3450,Jasus edwardsii,Red rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,3451,Palinurus spp,Palinurid spiny lobsters nei,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4516,3452,Palinurus elephas,Common spiny lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14781,3453,Palinurus gilchristi,Southern spiny lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18390,3460,Cancer irroratus,Atlantic rock crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,3461,Cancer magister,Dungeness crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18389,3462,Cancer borealis,Jonah crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18394,3463,Cancer productus,Pacific rock crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12594,3465,Portunus spp,Portunus swimcrabs nei,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
751,3467,Scyllaridae,Slipper lobsters nei,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4359,3468,Galatheidae,"Craylets, squat lobsters",44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18061,3469,Lithodidae,"King crabs, stone crabs nei",44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2149,3471,Lithodes santolla,Southern king crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
406,3473,Paralomis granulosa,Softshell red crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,3476,Maja squinado,Spinous spider crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7256,3477,Chionoecetes spp,Tanner crabs nei,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10199,3480,Metanephrops mozambicus,Mozambique lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10651,3481,Metanephrops challengeri,New Zealand lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1856,3482,Homarus americanus,American lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10191,3484,Chaceon spp,Chaceon geryons nei,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7243,3485,Chaceon maritae,West African geryon,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
532,3487,Crustacea,Marine crustaceans nei,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2123,3488,Gastropoda,Gastropods nei,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7356,3491,Haliotis gigantea,Giant abalone,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,3492,Haliotis rubra,Blacklip abalone,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4373,3493,Haliotis tuberculata,Tuberculate abalone,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9363,3494,Ex Turbo spp,Turban shells nei,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12494,3495,Murex spp,Murex,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2101,3497,Concholepas concholepas,False abalone,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,3498,Busycon spp,Whelks,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6665,3499,Littorina littorea,Common periwinkle,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277,3500,Strombus spp,Stromboid conchs nei,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8013,3501,Arca spp,Ark clams nei,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7646,3502,Scapharca subcrenata,Half-crenated ark,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6218,3503,Anadara granosa,Blood cockle,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,3505,Ex Pinctada spp,Pearl oyster shells nei,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2193,3509,Ostrea chilensis,Chilean flat oyster,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2836,3510,Ostrea edulis,European flat oyster,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10681,3511,Ostrea lutaria,New Zealand dredge oyster,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1305,3513,Crassostrea spp,Cupped oysters nei,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1834,3514,Crassostrea gigas,Pacific cupped oyster,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2897,3515,Crassostrea rhizophorae,Mangrove cupped oyster,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002,3516,Pecten maximus,Great Atlantic scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4529,3517,Pecten jacobaeus,Great Mediterranean scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1914,3519,Placopecten magellanicus,American sea scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18340,3520,Argopecten irradians,Atlantic bay scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11604,3521,Argopecten purpuratus,Peruvian calico scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4021,3523,Aequipecten opercularis,Queen scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18766,3525,Patinopecten caurinus,Weathervane scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2177,3527,Mytilus chilensis,Chilean mussel,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385,3528,Mytilus platensis,River Plata mussel,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2829,3529,Mytilus galloprovincialis,Mediterranean mussel,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2072,3533,Aulacomya ater,Cholga mussel,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18338,3534,Arctica islandica,Ocean quahog,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3261,3535,Cerastoderma edule,Common edible cockle,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7626,3536,Pseudocardium sybillae,Imperial surf clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,3538,Spisula solidissima,Atlantic surf clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2172,3539,Mulinia spp,Taquilla clams,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3561,3540,Veneridae,Venus clams nei,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7464,3541,Meretrix lusoria,Japanese hard clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4593,3542,Ruditapes decussatus,Grooved carpet shell,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7636,3543,Ruditapes philippinarum,Japanese carpet shell,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4717,3544,Venerupis pullastra,Pullet carpet shell,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10684,3545,Paphia spp,Short neck clams nei,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1875,3547,Mercenaria mercenaria,Northern quahog(=Hard clam),56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12294,3548,Donax spp,Donax clams,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1884,3553,Mya arenaria,Sand gaper,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1907,3554,Panopea abrupta,Pacific geoduck,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2164,3557,Mesodesma donacium,Macha clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2797,3560,Cephalopoda,Cephalopods nei,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
753,3561,"Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei",57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4387,3564,Illex coindetii,Broadtail shortfin squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
353,3565,Illex argentinus,Argentine shortfin squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4694,3566,Todarodes sagittatus,European flying squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7834,3567,Todarodes pacificus,Japanese flying squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7512,3568,Nototodarus sloanii,Wellington flying squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,3569,Octopodidae,"Octopuses, etc. nei",57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,3571,Octopus vulgaris,Common octopus,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6962,3572,Eledone spp,Horned and musky octopuses,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629,3574,Mollusca,Marine molluscs nei,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,3575,"Loliginidae, Ommastrephidae",Various squids nei,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18500,3576,Eumetopias jubatus,Steller sea lion,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13227,3577,Callorhinus ursinus,Northern fur seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10218,3578,Arctocephalus pusillus,South African fur seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5602,3580,Odobenus rosmarus,Walrus,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1910,3581,Phoca groenlandica,Harp seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1911,3582,Phoca hispida,Ringed seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5582,3585,Erignathus barbatus,Bearded seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18026,3586,Halichoerus grypus,Grey seal,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7520,3588,Odontoceti,Toothed whales nei,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11015,3589,Hyperoodon ampullatus,Northern bottlenose whale,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
535,3590,Delphinidae,Dolphins nei,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4050,3591,Globicephala melas,Long-finned pilot whale,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7343,3592,Globicephala macrorhynchus,Short-finned pilot whale,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11057,3593,Orcinus orca,Killer whale,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4711,3594,Tursiops truncatus,Bottlenose dolphin,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4672,3596,Stenella coeruleoalba,Striped dolphin,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7599,3597,Phocoenoides dalli,Dall's porpoise,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11610,3599,Balaenoptera edeni,Bryde's whale,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2075,3600,Balaenoptera borealis,Sei whale,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
312,3601,Balaenoptera physalus,Fin whale,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7458,3602,Mammalia,Aquatic mammals nei,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN
855,3603,Testudinata,Marine turtles nei,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1447,3604,Testudinata,River and lake turtles nei,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2893,3605,Chelonia mydas,Green turtle,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2914,3606,Eretmochelys imbricata,Hawksbill turtle,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,3611,Corallium rubrum,Sardinia coral,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7268,3612,Corallium elatius,"Momo, boke magai, misu coral",82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16071,3613,Corallium secundum,Angel skin coral,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18602,3616,Limulus polyphemus,Horseshoe crab,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10535,3617,Asteroidea,Starfishes nei,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,3619,Strongylocentrotus spp,Sea urchins nei,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3275,3620,Echinus esculentus,European edible sea urchin,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2152,3621,Loxechinus albus,Chilean sea urchin,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7737,3622,Stichopus japonicus,Japanese sea cucumber,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8015,3623,Ascidiacea,Sea squirts nei,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4447,3624,Microcosmus sulcatus,Grooved sea squirt,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6299,3625,Invertebrata,Aquatic invertebrates nei,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4133,3626,Chlorophyceae,Green seaweeds,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN
412,3628,Phaeophyceae,Brown seaweeds,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6659,3629,Laminaria hyperborea,North European kelp,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362,3631,Macrocystis spp,Kelp nei,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,3632,Ascophyllum nodosum,North Atlantic rockweed,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432,3634,Rhodophyceae,Red seaweeds,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
350,3636,Gracilaria spp,Gracilaria seaweeds,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2085,3641,Callophyllis variegata,Manifold callophyllis,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2360,3642,Plantae aquaticae,Aquatic plants nei,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN
512,3644,Centroberyx affinis,Redfish,34,0.249999993,NaN,NaN,51,NaN,3,10
10718,3651,Sardinops neopilchardus,Australian pilchard,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14130,6115,Cymbium spp,Volutes nei,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13639,6290,Sclerocrangon spp,Sculptured shrimps nei,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13985,10566,Arius thalassinus,Giant catfish,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13989,10919,Bothus pantherinus,Leopard flounder,31,NaN,NaN,13132,39,NaN,4,3
320,11063,Callorhinchus callorynchus,Plownose chimaera,38,NaN,7.5,NaN,89.19999695,NaN,1,10
510,11064,Callorhinchus milii,Ghost shark,38,0.232888887,NaN,NaN,125,3,3,0
6502,11112,Caranx ignobilis,Giant trevally,37,0.319999998,27.5,NaN,170,3.5,3,10
6503,11134,Carcharhinus sorrah,Spot-tail shark,38,0.754999981,NaN,NaN,160,2,3,0
9748,11162,Caulolatilus princeps,Ocean whitefish,34,NaN,NaN,NaN,102,NaN,1,10
10554,11168,Centriscops humerosus,Banded yellowfish,34,NaN,NaN,NaN,30,NaN,NaN,35
6504,11354,Chirocentrus nudus,Whitefin wolf-herring,35,0.241999999,NaN,8118,100,NaN,2,0
3477,11371,Chloroscombrus orqueta,Pacific bumper,37,NaN,NaN,2652,30,NaN,2,NaN
336,11894,Diplodus argenteus,South American silver porgy,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10848,12004,Elops lacerta,West African ladyfish,33,NaN,NaN,1540,100,NaN,3,NaN
6514,12061,Epinephelus coioides,Orange-spotted grouper,33,0.166999996,NaN,10792,120,2.700000048,3,NaN
13760,12068,Epinephelus fasciatus,Blacktip grouper,33,0.118666665,NaN,14770,40,NaN,3,4
5655,12071,Epinephelus guttatus,Red hind,33,0.184750002,NaN,1120,76,3,3,2
8740,12291,Gasterosteus aculeatus,Three-spined stickleback,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10627,13101,Lepidoperca pulchella,Orange perch,33,NaN,NaN,NaN,28,NaN,4,50
10629,13106,Lepidorhynchus denticulatus,Thorntooth grenadier,32,NaN,NaN,940,55,NaN,3,180
6521,13170,Lethrinus nebulosus,Spangled emperor,33,0.255549998,NaN,NaN,87,5.75,3,10
12855,13275,Lutjanus analis,Mutton snapper,33,0.160333333,24,4288,94,5.5,3,25
6523,13292,Lutjanus johnii,John's snapper,33,0.206999997,NaN,8046,97,NaN,3,NaN
6524,13295,Lutjanus malabaricus,Malabar blood snapper,33,0.204000001,NaN,10001,100,NaN,3,12
12857,13302,Lutjanus vivanus,Silk snapper,33,0.169999999,NaN,4757,83,5,3,90
364,13341,Macrourus carinatus,Ridge scaled rattail,32,NaN,NaN,3150,100,NaN,1,200
10654,13530,Mora moro,Common mora,32,0.099999998,NaN,11155,80,NaN,2,450
14049,13544,Mulloidichthys flavolineatus,Yellowstripe goatfish,33,0.213999997,NaN,NaN,43,NaN,2,5
18680,13557,Mustelus canis,Dusky smooth-hound,38,0.210500002,NaN,4644,150,3,2,NaN
10658,13562,Mustelus lenticulatus,Spotted estuary smooth-hound,38,0.272499997,NaN,NaN,125,4.466666619,3,0
18686,13579,Mycteroperca phenax,Scamp,33,0.128999997,NaN,1122,106.9848022,NaN,4,30
6529,13703,Nemipterus japonicus,Japanese threadfin bream,33,0.602403844,NaN,4590,32,1.099999984,3,5
2183,13865,Odontesthes regia,Chilean silverside,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10687,14195,Parika scaber,Velvet leatherjacket,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1390,14262,Peprilus paru,American harvestfish,37,NaN,NaN,NaN,30,NaN,3,15
4537,14293,Petromyzon marinus,Sea lamprey,25,0.158999994,12.5,5123,120,7,3,1
18796,14439,Pleurogrammus monopterygius,Atka mackerel,33,0.384999998,NaN,NaN,56.5,4.199999968,1,0
2208,14591,Prolatilus jugularis,Pacific sandperch,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10713,14892,Regalecus glesne,King of herrings,37,NaN,NaN,44640,1100,NaN,3,20
18836,14996,Rhomboplites aurorubens,Vermilion snapper,33,0.197999999,NaN,5175,60,NaN,4,40
6545,15003,Rhynchobatus djiddensis,Giant guitarfish,38,NaN,NaN,NaN,310,NaN,3,2
2099,15139,Cilus gilberti,Corvina drum,33,NaN,NaN,310,60,NaN,2,NaN
6554,15152,Scomberoides commersonnianus,Talang queenfish,37,NaN,NaN,NaN,120,NaN,3,NaN
18873,15174,Scorpaenichthys marmoratus,Cabezon,33,0.342000008,NaN,990,99,3,4,0
16544,15252,Seriolina nigrofasciata,Blackbanded trevally,37,NaN,NaN,NaN,70,NaN,1,20
15637,15387,Sphyraena sphyraena,European barracuda,37,0.123000003,NaN,NaN,165,NaN,2,0
448,15416,Squatina argentina,Argentine angelshark,38,NaN,NaN,1020,170,NaN,3,100
11673,15418,Squatina californica,Pacific angelshark,38,0.156999998,NaN,1330,152,10,2,3
6569,15758,Trachinotus mookalee,Indian pompano,37,NaN,NaN,NaN,90,NaN,3,NaN
14100,15861,Tylosurus crocodilus,Hound needlefish,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12812,15903,Uranoscopus scaber,Stargazer,34,NaN,NaN,NaN,40,1.5,NaN,15
6571,15945,Valamugil seheli,Bluespot mullet,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3965,15973,Vimba vimba,Vimba bream,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10638,16070,Macrouridae,"Grenadiers, rattails nei",32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10688,16071,Paristiopterus labiosus,Giant boarfish,34,NaN,NaN,969,100,NaN,3,20
18693,16073,Myxinidae,Hagfishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2083,16087,Brama australis,Southern rays bream,37,NaN,NaN,NaN,47,NaN,3,15
10793,16194,Mithrax armatus,Harbour spidercrab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17964,16221,Chaceon affinis,Deep-sea red crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2567,16234,Panulirus gracilis,Green spiny lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4777,16284,Jasus paulensis,St.Paul rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,16285,Jasus novaehollandiae,Southern rock lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16109,16315,Ibacus ciliatus,Japanese fan lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
911,16342,Thenus orientalis,Flathead lobster,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13514,16511,Pandalopsis japonica,Morotoge shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13518,16513,Pandalus goniurus,Humpy shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13519,16514,Pandalus hypsinotus,Coonstripe shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18751,16515,Pandalus jordani,Ocean shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13520,16516,Pandalus kessleri,Hokkai shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2203,16599,Pleuroncodes monodon,Carrot squat lobster,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18910,16659,Sicyonia ingentis,Pacific rock shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2134,16661,Haliporoides diomedeae,Chilean knife shrimp,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18612,17033,Loligo opalescens,Opalescent inshore squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16540,17043,Sepioteuthis lessoniana,Bigfin reef squid,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18433,17157,Clinocardium nuttallii,Basket cockle,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12734,17369,Spisula solida,Solid surf clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
670,17386,Paphies australis,Pipi wedge clam,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2090,17421,Cervimunida johni,Blue squat lobster,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4368,17447,Glycymeris glycymeris,Common European bittersweet,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10754,17523,Zygochlamis delicatula,Delicate scallop,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10567,17545,Chione stutchburyi,Stutchbury's venus,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1456,17573,Tivela mactroides,Triangular tivela,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18355,18168,Balaena mysticetus,Bowhead whale,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13329,18170,Eschrichtius robustus,Gray whale,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7630,18191,Pseudorca crassidens,False killer whale,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10559,18197,Cephalorhynchus hectori,Hector's dolphin,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1403,18234,Pontoporia blainvillei,Franciscana,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7734,18238,Stenella attenuata,Pantropical spotted dolphin,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6001,18539,Laminaria digitata,Tangle,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10693,18561,Plagiogeneion rubiginosum,Rubyfish,34,NaN,NaN,NaN,60,3,3,50
7574,18567,Paralithodes camtschaticus,Red king crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13526,18568,Paralithodes platypus,Blue king crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13523,18569,Paralithodes brevipes,Brown king crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13382,18570,Lithodes aequispina,Golden king crab,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13326,18571,Erimacrus isenbeckii,Hair crab,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2073,18572,Austromegabalanus psittacus,Giant barnacle,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12867,18573,Ostraciidae,Boxfishes nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
567,18574,Girella tricuspidata,Parore,33,0.197000005,NaN,810,71,NaN,4,NaN
10705,18575,Pterygotrigla picta,Spotted gurnard,34,NaN,NaN,NaN,34.40000153,NaN,3,200
18385,18576,Callianassa spp,Ghost shrimps nei,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
809,18586,Zenopsis nebulosus,Mirror dory,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6538,18668,Pomadasys kaakan,Javelin grunter,33,0.408499994,NaN,8704,80,NaN,3,NaN
16553,18708,Stomatopoda,Stomatopods nei,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465,18711,Zidona dufresnei,Angulate volute,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2227,18713,Semele solida,Chilean semele,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12182,18729,Batrachoididae,"Toadfishes, etc. nei",33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
425,18733,Pseudopercis semifasciata,Argentinian sandperch,33,NaN,NaN,675,100,NaN,3,NaN
7817,18734,Thunnus orientalis,Pacific bluefin tuna,36,0.157249998,NaN,33150,300,4,4,1
18445,18761,Cottidae,Sculpins nei,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
379,18766,Mullus argentinae,Argentine goatfish,33,NaN,NaN,525,30,NaN,3,20
6497,18786,Acanthopagrus bifasciatus,Twobar seabream,33,0.206666663,NaN,NaN,50,NaN,3,2
6536,18865,Pennahia anea,Bigeye croaker,33,1.058749996,NaN,NaN,30,NaN,3,NaN
6552,18866,Scarus persicus,Gulf parrotfish,33,NaN,NaN,NaN,50,NaN,3,NaN
14074,18887,Sargocentron spiniferum,Sabre squirrelfish,33,NaN,NaN,NaN,51,NaN,2,1
