pooled_commodity,ISSCAAP_group,ISSCAAP_division,group_for_pairing,Year,exvessel_price_USD/t
Cuttlefishes and squids,"Squids, cuttlefishes, octopuses",MOLLUSCS,"Squids, cuttlefishes, octopuses",2012,2307.281694
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1976,861.115347
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1977,864.2506821
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1978,1410.4181
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1979,1613.860372
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1980,1858.133437
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1981,2133.039897
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1982,1739.774169
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1983,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1984,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1985,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1986,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1987,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1988,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1989,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1990,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1991,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1992,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1993,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1994,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1995,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1996,NA
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1997,4170.737147
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1998,4095.256078
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",1999,3537.761623
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2000,3337.170749
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2001,4235.454122
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2002,4983.114143
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2003,5729.742232
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2004,6462.377665
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2005,5983.625418
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2006,7367.287305
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2007,8663.708254
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2008,8266.170644
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2009,6505.016055
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2010,6258.362554
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2011,5344.747656
Deepwater rose shrimps (Parapenaeus longirostris),"Shrimps, prawns",CRUSTACEANS,"Shrimps, prawns",2012,4352.571095
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1976,281.4591698
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1977,289.9045489
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1978,357.3214999
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1979,430.6012939
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1980,533.2059946
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1981,461.330521
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1982,402.8985467
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1983,410.7904178
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1984,393.9694063
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1985,355.3296238
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1986,552.573036
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1987,600.0902878
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1988,484.9289665
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1989,430.8862954
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1990,596.7670174
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1991,534.8088351
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1992,641.9675453
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1993,534.0642999
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1994,536.5219325
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1995,667.2293725
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1996,554.7006183
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1997,609.4488712
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1998,654.0529293
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1999,684.8459012
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2000,501.405985
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2001,681.5952261
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2002,703.5445483
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2003,722.0385753
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2004,570.1703579
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2005,774.240566
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2006,663.4757884
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2007,726.6269577
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2008,818.9932166
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2009,912.8377949
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2010,811.2731104
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2011,635.5439289
Dogfish (Squalidae),"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2012,724.3827384
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1976,232.1996192
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1977,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1978,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1979,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1980,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1981,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1982,NA
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1983,428.060306
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1984,464.3992385
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1985,565.0190735
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1986,460.8810624
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1987,788.4764049
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1988,776.6505466
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1989,797.6664606
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1990,928.3800992
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1991,955.6553004
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1992,979.1550209
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1993,870.9025507
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1994,1024.256437
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1995,1391.979453
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1996,1228.538665
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1997,1243.782308
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1998,1106.716188
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",1999,1071.485387
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2000,961.0863004
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2001,1310.403654
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2002,1307.047275
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2003,1588.06305
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2004,1256.998847
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2005,1321.134016
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2006,1244.944551
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2007,1571.989913
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2008,1506.688898
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2009,1907.785417
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2010,1601.006639
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2011,1472.333294
Dogfish (Squalidae) and catshark,"Sharks, rays, chimaeras",MARINE FISHES,"Sharks, rays, chimaeras",2012,1994.105683
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1976,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1977,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1978,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1979,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1980,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1981,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1982,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1983,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1984,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1985,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1986,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1987,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1988,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1989,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1990,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1991,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1992,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1993,NA
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1994,2846.904719
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1995,4603.734387
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1996,2503.558324
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1997,1636.457213
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1998,1668.830581
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,1999,1835.780733
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2000,1572.235914
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2001,1297.064629
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2002,1856.208406
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2003,1177.586496
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2004,1339.843987
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2005,1770.274983
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2006,1772.332978
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2007,1743.957689
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2008,1637.88831
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2009,1229.685277
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2010,1211.79804
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2011,1360.444492
Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,Miscellaneous pelagic fishes,2012,995.6032607
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1976,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1977,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1978,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1979,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1980,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1981,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1982,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1983,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1984,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1985,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1986,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1987,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1988,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1989,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1990,59.39697914
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1991,68.42531997
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1992,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1993,4632.964373
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1994,1554.142414
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1995,935.4644236
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1996,NA
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1997,1752.379766
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1998,1419.774475
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1999,2560.952253
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2000,2421.481809
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2001,1777.646911
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2002,870.5676089
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2003,544.2661347
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2004,482.8073606
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2005,884.0563164
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2006,1293.257541
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2007,2404.520756
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2008,2149.939166
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2009,2558.867325
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2010,3167.27324
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2011,2611.396819
Drum,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2012,802.4218038
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1976,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1977,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1978,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1979,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1980,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1981,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1982,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1983,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1984,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1985,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1986,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1987,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1988,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1989,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1990,59.39697914
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1991,68.42531997
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1992,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1993,4632.964373
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1994,1554.142414
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1995,935.4644236
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1996,NA
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1997,1752.379766
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1998,1419.774475
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,1999,2560.952253
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2000,2421.481809
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2001,1777.646911
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2002,870.5676089
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2003,544.2661347
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2004,482.8073606
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2005,884.0563164
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2006,1293.257541
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2007,2404.520756
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2008,2149.939166
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2009,2558.867325
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2010,3167.27324
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2011,2611.396819
Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,Miscellaneous coastal fishes,2012,802.4218038
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1976,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1977,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1978,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1979,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1980,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1981,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1982,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1983,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1984,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1985,NA
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1986,1533.022985
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1987,1751.743502
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1988,1411.846719
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1989,1407.98343
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1990,1593.427817
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1991,1519.71828
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1992,1497.26035
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1993,1190.47088
Edible crab (Cancer pagurus),"Crabs, sea-spiders",CRUSTACEANS,"Crabs, sea-spiders",1994,1235.756077
