pooled_commodity,ISSCAAP_group,ISSCAAP_division,group_for_pairing,Year,exvessel_price_USD/t
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1994,2627.959378
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1995,3180.883183
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1996,3466.860777
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1997,2998.29166
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1998,3179.844865
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1999,2529.899652
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2000,3892.3841
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2001,3258.015755
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2002,3561.503919
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2003,3849.683514
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2004,4287.448112
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2005,3203.775766
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2006,4174.091538
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2007,3053.715312
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2008,2951.274057
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2009,3067.430072
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2010,2863.29162
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2011,4352.656002
Angler (=Monk),Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2012,4399.964423
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1976,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1977,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1978,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1979,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1980,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1981,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1982,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1983,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1984,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1985,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1986,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1987,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1988,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1989,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1990,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1991,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1992,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1993,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1994,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1995,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1996,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1997,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1998,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,1999,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2000,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2001,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2002,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2003,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2004,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2005,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2006,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2007,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2008,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2009,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2010,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2011,NA
Aquatic mammals,"Blue-whales, fin-whales",AQUATIC MAMMALS,Aquatic mammals,2012,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1976,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1977,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1978,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1979,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1980,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1981,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1982,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1983,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1984,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1985,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1986,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1987,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1988,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1989,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1990,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1991,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1992,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1993,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1994,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1995,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1996,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1997,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1998,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,1999,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2000,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2001,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2002,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2003,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2004,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2005,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2006,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2007,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2008,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2009,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2010,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2011,NA
Aquatic mammals,"Eared seals, hair seals, walruses",AQUATIC MAMMALS,Aquatic mammals,2012,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1976,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1977,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1978,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1979,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1980,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1981,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1982,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1983,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1984,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1985,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1986,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1987,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1988,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1989,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1990,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1991,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1992,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1993,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1994,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1995,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1996,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1997,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1998,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,1999,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2000,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2001,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2002,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2003,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2004,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2005,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2006,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2007,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2008,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2009,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2010,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2011,NA
Aquatic mammals,Miscellaneous aquatic mammals,AQUATIC MAMMALS,Aquatic mammals,2012,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1976,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1977,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1978,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1979,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1980,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1981,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1982,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1983,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1984,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1985,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1986,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1987,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1988,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1989,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1990,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1991,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1992,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1993,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1994,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1995,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1996,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1997,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1998,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,1999,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2000,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2001,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2002,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2003,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2004,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2005,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2006,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2007,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2008,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2009,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2010,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2011,NA
Aquatic mammals,"Sperm-whales, pilot-whales",AQUATIC MAMMALS,Aquatic mammals,2012,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1976,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1977,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1978,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1979,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1980,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1981,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1982,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1983,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1984,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1985,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1986,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1987,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1988,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1989,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1990,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1991,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1992,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1993,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1994,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1995,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1996,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1997,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1998,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,1999,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2000,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2001,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2002,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2003,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2004,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2005,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2006,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2007,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2008,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2009,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2010,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2011,NA
Aquatic plants,Brown seaweeds,AQUATIC PLANTS,Aquatic plants,2012,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1976,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1977,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1978,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1979,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1980,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1981,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1982,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1983,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1984,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1985,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1986,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1987,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1988,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1989,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1990,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1991,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1992,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1993,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1994,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1995,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1996,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1997,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1998,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,1999,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,2000,NA
Aquatic plants,Green seaweeds,AQUATIC PLANTS,Aquatic plants,2001,NA
