Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2065,price,Total,atlantic,1279.8125302750843,1296.1612014712846,0.012774270300890284,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,price,Total,atlantic,1279.8126039578895,1296.1608479678418,0.012773935777311904,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,price,Total,atlantic,1279.8126614518008,1296.1605710503661,0.012773673906320428,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,price,Total,atlantic,1279.812706264898,1296.160354498924,0.012773469238117131,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,price,Total,atlantic,1279.8127411630908,1296.1601854823684,0.012773309558100772,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,price,Total,atlantic,1279.8127683216978,1296.1600538572814,0.012773185219132318,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,price,Total,atlantic,1279.8127894476456,1296.1599516106635,0.012773088609368505,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,price,Total,atlantic,1279.81280587752,1296.1598724171813,0.012773013728716875,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,price,Total,atlantic,1279.8128186559077,1296.1598112876325,0.012772955852163459,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,price,Total,atlantic,1279.8128285977511,1296.1597642900053,0.01277291126247343,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,price,Total,atlantic,1279.812836337815,1296.159728328261,0.012772877038194623,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,price,Total,atlantic,1279.8128423698029,1296.1597009669924,0.012772850885697027,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,price,Total,atlantic,1279.8128470772,1296.1596802925199,0.012772831006230464,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,price,Total,atlantic,1279.8128507575345,1296.1596648029147,0.012772815990794509,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,price,Total,atlantic,1279.8128536414113,1296.1596533209643,0.012772804737069137,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,price,Total,atlantic,1279.8128559074125,1296.159644925342,0.01277279638384262,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,catches_fleet,affected_managed,atlantic,18632132.78612316,18632132.78612316,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,catches_fleet,affected_managed,atlantic,18952037.875536,18949461.217162512,-1.3595679738548317e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,catches_fleet,affected_managed,atlantic,19185114.898861974,19231310.352442004,0.002407879953993371,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,catches_fleet,affected_managed,atlantic,19352889.302832525,19474224.80847221,0.006269632598059896,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,catches_fleet,affected_managed,atlantic,19472325.82563212,19679238.822991133,0.010626003242337097,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,catches_fleet,affected_managed,atlantic,19556442.06247099,19849647.541998107,0.014992782357368577,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,catches_fleet,affected_managed,atlantic,19615031.800547145,19989689.734567128,0.019100551955747124,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,catches_fleet,affected_managed,atlantic,19655353.441305537,20103789.164834592,0.022814940716694126,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,catches_fleet,affected_managed,atlantic,19682722.60524665,20196142.629929584,0.02608480721798505,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,catches_fleet,affected_managed,atlantic,19700993.750110947,20270520.660930358,0.028908537205957135,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,catches_fleet,affected_managed,atlantic,19712937.600288726,20330194.879941,0.031312293082246374,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,catches_fleet,affected_managed,atlantic,19720529.76666245,20377937.171120398,0.033336193917533403,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,catches_fleet,affected_managed,atlantic,19725167.670135465,20416056.381979745,0.035025745960593685,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,catches_fleet,affected_managed,atlantic,19727831.51534495,20446451.756323036,0.03642672233991446,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,catches_fleet,affected_managed,atlantic,19729202.578022152,20470670.998588096,0.037582280258601115,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,catches_fleet,affected_managed,atlantic,19729749.43548782,20489966.35226557,0.03853150387254029,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,catches_fleet,affected_managed,atlantic,19729790.399071105,20505345.434363104,0.03930883296806404,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,catches_fleet,affected_managed,atlantic,19729538.434882972,20517615.553733632,0.039944022078960216,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,catches_fleet,affected_managed,atlantic,19729133.290203106,20527421.35903058,0.04046239928967779,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,catches_fleet,affected_managed,atlantic,19728664.328680992,20535268.358097285,0.040884877758484345,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,catches_fleet,affected_managed,atlantic,19728186.65544339,20540735.9504012,0.04118722663918099,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,catches_fleet,affected_managed,atlantic,19727732.421761572,20545115.056921463,0.04143317730010571,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,catches_fleet,affected_managed,atlantic,19727318.685261123,20548616.53997113,0.041632513156672706,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,catches_fleet,affected_managed,atlantic,19726952.82273918,20551411.987930886,0.04179353864735538,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,catches_fleet,affected_managed,atlantic,19726636.214717574,20553640.562410913,0.041923232054957786,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,catches_fleet,affected_managed,atlantic,19726366.717972096,20555414.801339753,0.04202740906222413,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,catches_fleet,affected_managed,atlantic,19726140.294814944,20556825.485000014,0.04211088321233411,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,catches_fleet,affected_managed,atlantic,19725952.061169755,20557945.68209301,0.04217761547545387,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,catches_fleet,affected_managed,atlantic,19725796.938539606,20558834.091256265,0.042230849040582934,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,catches_fleet,affected_managed,atlantic,19725670.03974652,20559537.785427675,0.04227322793096213,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,catches_fleet,affected_managed,atlantic,19725566.87887088,20560094.4553925,0.042306899550528396,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,catches_fleet,affected_managed,atlantic,19725483.467778437,20560534.23679801,0.042333602133688066,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,catches_fleet,affected_managed,atlantic,19725416.341806326,20560881.19305897,0.04235473851479369,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,catches_fleet,affected_managed,atlantic,19725362.54326585,20561154.515549347,0.04237143781009151,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,catches_fleet,affected_managed,atlantic,19725319.581724852,20561369.492585126,0.04238460661670896,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,catches_fleet,affected_managed,atlantic,19725285.383337017,20561538.290050022,0.042394971249411266,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,catches_fleet,affected_managed,atlantic,19725258.236911025,20561670.579078488,0.042403112401454945,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,catches_fleet,affected_managed,atlantic,19725236.7413284,20561774.03990368,0.042409493459846064,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,catches_fleet,affected_managed,atlantic,19725219.75687398,20561854.765685182,0.04241448354559627,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,catches_fleet,affected_managed,atlantic,19725206.36171648,20561917.58572579,0.042418376196724485,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,catches_fleet,affected_managed,atlantic,19725195.813941777,20561966.323843747,0.04242140447145984,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,catches_fleet,affected_managed,atlantic,19725187.519038245,20562004.004671965,0.04242375312407276,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,catches_fleet,affected_managed,atlantic,19725181.002450943,20562033.01820358,0.04242556839649042,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,catches_fleet,affected_managed,atlantic,19725175.88668212,20562055.25090422,0.042426965874972966,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,catches_fleet,affected_managed,atlantic,19725171.87236671,20562072.190086823,0.04242803678139492,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,catches_fleet,affected_managed,atlantic,19725168.722757857,20562085.00692794,0.04242885300162193,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,catches_fleet,affected_managed,atlantic,19725166.25109448,20562094.622440435,0.04242947109758924,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,catches_fleet,affected_managed,atlantic,19725164.310376182,20562101.759858906,0.04242993550337441,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,catches_fleet,affected_managed,atlantic,19725162.785129197,20562106.986203033,0.042430281067429715,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,catches_fleet,affected_managed,atlantic,19725161.5848058,20562110.745228745,0.042430535071897285,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,catches_fleet,affected_managed,atlantic,19725160.63851446,20562113.38353118,0.04243071883442733,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,catches_fleet,affected_managed,atlantic,19725159.8908277,20562115.171206497,0.042430848977198135,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,catches_fleet,affected_managed,atlantic,19725159.298458125,20562116.31819361,0.04243093843104773,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,catches_fleet,affected_managed,atlantic,19725158.827630535,20562116.98718832,0.04243099722905119,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,catches_fleet,affected_managed,atlantic,19725158.45201005,20562117.303840112,0.04243103313295681,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,catches_fleet,affected_managed,atlantic,19725158.15107249,20562117.36479592,0.042431052127098995,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,catches_fleet,affected_managed,atlantic,19725157.908825494,20562117.244039424,0.0424310588073647,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,catches_fleet,affected_managed,atlantic,19725157.71280698,20562116.99788182,0.04243105668713735,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,catches_fleet,affected_managed,atlantic,19725157.55330223,20562116.668886423,0.04243104843763733,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,catches_fleet,affected_managed,atlantic,19725157.422732856,20562116.28895113,0.04243103607648241,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,catches_fleet,affected_managed,atlantic,19725157.315180764,20562115.881726027,0.04243102111541223,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,catches_fleet,affected_managed,atlantic,19725157.22601765,20562115.464506704,0.042431004675851154,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,catches_fleet,affected_oa,atlantic,6019344.367493454,6019344.367493454,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,catches_fleet,affected_oa,atlantic,6129156.004805301,5820366.365734433,-0.050380450233078626,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,catches_fleet,affected_oa,atlantic,6214530.457281657,5679044.079589758,-0.08616682810918744,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,catches_fleet,affected_oa,atlantic,6280415.657983658,5576344.957365395,-0.11210574888037059,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,catches_fleet,affected_oa,atlantic,6330966.043980028,5500286.375296367,-0.13120899131555677,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,catches_fleet,affected_oa,atlantic,6369571.746366497,5443052.262168753,-0.14546024773585042,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
